Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/cpu?n=15000000,137,0,12000.0,21228.071597808408,1624.7701999964193,167360.44589988887,175.83941605839416,0.7807144929725136,0.0,12000,16000,19000,20000,58000,110000,142000,152000,167000,167000,167000
GET,/cpu_fixed,129,0,23000.0,29768.96469922314,5009.156299987808,167353.6370000802,131.2015503875969,0.7351253254996661,0.0,23000,28000,30000,32000,77000,99000,136000,155000,167000,167000,167000
GET,/health,50,40,4000.0,3653.6951039987616,2060.2808999828994,4096.165900002234,3.2,0.28493229670529696,0.22794583736423757,4000,4000,4000,4100,4100,4100,4100,4100,4100,4100,4100
,Aggregated,316,40,12000.0,21933.94623512492,1624.7701999964193,167360.44589988887,130.3006329113924,1.8007721151774767,0.22794583736423757,12000,19000,23000,26000,58000,99000,136000,152000,167000,167000,167000
