Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/cpu?n=15000000,147,0,29000.0,27981.673699315023,5981.678100069985,30552.22909990698,100.85714285714286,0.8228152895010381,0.0,29000,30000,30000,30000,30000,30000,30000,30000,31000,31000,31000
GET,/cpu_fixed,145,0,29000.0,26601.59463103347,2832.875599968247,30752.43390002288,310.80689655172415,0.8116205236574866,0.0,29000,29000,30000,30000,30000,30000,30000,30000,31000,31000,31000
GET,/health,50,20,2100.0,2850.3613820066676,2034.9323999835178,4049.715799978003,9.6,0.2798691460887885,0.1119476584355154,2100,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
,Aggregated,342,20,29000.0,23722.383989472208,2034.9323999835178,30752.43390002288,176.52923976608187,1.9143049592473131,0.1119476584355154,29000,30000,30000,30000,30000,30000,30000,30000,31000,31000,31000
